title,id,language,ontologyId,address,position,access,distance,categories,foodTypes,references,contacts,openingHours,province
Cambodhi - Vegan Cuisine,here:pds:place:116w3fh6-c1f70b9b973ddc659dbc163a5aae0fdd,en,here:cm:ontology:restaurant,"{'label': 'Cambodhi - Vegan Cuisine, 070802 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'ក្រាំងអំពិល', 'postalCode': '070802'}","{'lat': 10.61538, 'lng': 104.18839}","[{'lat': 10.61551, 'lng': 104.18839}]",19239,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '800-083', 'name': 'Natural/Healthy', 'primary': True}, {'id': '200-000', 'name': 'Asian'}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '300-000', 'name': 'European'}, {'id': '800-076', 'name': 'Vegan'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26822962'}]","[{'phone': [{'value': '+85516583150'}], 'www': [{'value': 'http://www.cambodhi.com/eat'}]}]","[{'text': ['Mon, Tue, Thu-Sun: 07:30 - 20:00'], 'isOpen': False, 'structured': [{'start': 'T073000', 'duration': 'PT12H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,TH,FR,SA,SU'}]}]",Kampot
វាសនា សប្បាយ សប្បាយ,here:pds:place:116w3fh6-bfb14897faeafd889a297e83f551b2e3,km,here:cm:ontology:restaurant,"{'label': 'វាសនា សប្បាយ សប្បាយ, 070802 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'ក្រាំងអំពិល', 'postalCode': '070802'}","{'lat': 10.61175, 'lng': 104.18639}","[{'lat': 10.61175, 'lng': 104.18621}]",19246,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]",,Not Available,"[{'phone': [{'value': '+85590888278'}], 'email': [{'value': 'newravy168@gmail.com'}]}]",Not Available,Kampot
Hot Roast Company,here:pds:place:116w3fh6-d20165096c5b8f85a0bfb525f4cf539f,en,here:cm:ontology:restaurant,"{'label': 'Hot Roast Company, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.6073, 'lng': 104.18412}","[{'lat': 10.6073, 'lng': 104.18412}]",19251,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '308-000', 'name': 'British Isles'}, {'id': '800-078', 'name': 'Grill'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '23343513'}]",[{'phone': [{'value': '+855964775036'}]}],"[{'text': ['Mon, Wed-Sun: 09:00 - 20:00'], 'isOpen': False, 'structured': [{'start': 'T090000', 'duration': 'PT11H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,WE,TH,FR,SA,SU'}]}]",Kampot
Monkey Republic Restaurant,here:pds:place:116w3fh6-0360af85479041ebba37cf5efcd452b6,en,here:cm:ontology:restaurant,"{'label': 'Monkey Republic Restaurant, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.6074, 'lng': 104.18398}","[{'lat': 10.60727, 'lng': 104.18402}]",19269,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1000-0001', 'name': 'Casual Dining'}, {'id': '200-2000-0000', 'name': 'Nightlife-Entertainment'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}, {'id': '800-8600-0191', 'name': 'Fitness/Health Club'}]","[{'id': '800-083', 'name': 'Natural/Healthy', 'primary': True}, {'id': '200-000', 'name': 'Asian'}, {'id': '800-078', 'name': 'Grill'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '11893965'}, {'supplier': {'id': 'tripadvisor'}, 'id': '25329125'}]",[{'phone': [{'value': '+85512848390'}]}],"[{'categories': [{'id': '100-1000-0000'}], 'text': ['Mon-Sun: 07:30 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T073000', 'duration': 'PT14H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}, {'categories': [{'id': '800-8600-0191'}], 'text': ['Mon-Sun: 08:00 - 20:00'], 'isOpen': False, 'structured': [{'start': 'T080000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
Jacks Place,here:pds:place:116w3fh6-a74aaa89f17b43fb8f425bc2ac8effb9,en,here:cm:ontology:restaurant,"{'label': 'Jacks Place, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60702, 'lng': 104.18371}","[{'lat': 10.60715, 'lng': 104.18367}]",19278,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1000-0001', 'name': 'Casual Dining'}, {'id': '500-5000-0000', 'name': 'Hotel/Motel'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '300-000', 'name': 'European'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '8353487'}]","[{'phone': [{'value': '+85512719872'}], 'www': [{'value': 'https://www.facebook.com/kampotjackguesthouse', 'categories': [{'id': '100-1000-0000'}]}]}]","[{'categories': [{'id': '100-1000-0000'}], 'text': ['Mon-Sun: 07:00 - 21:30'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT14H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
Sunrise Cafe,here:pds:place:116w3fh6-3031d31f461d83bfb8c33dc2103360ca,en,here:cm:ontology:restaurant,"{'label': 'Sunrise Cafe, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.6071, 'lng': 104.18349}","[{'lat': 10.60709, 'lng': 104.18349}]",19304,"[{'id': '100-1000-0009', 'name': 'Fast Food', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]","[{'id': '308-000', 'name': 'British Isles', 'primary': True}, {'id': '800-050', 'name': 'Fast Food'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25574486'}]","[{'phone': [{'value': '+85577931318'}], 'www': [{'value': 'https://www.facebook.com/sunrisestreetcafe'}]}]","[{'text': ['Mon-Sat: 07:30 - 14:30'], 'isOpen': False, 'structured': [{'start': 'T073000', 'duration': 'PT07H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA'}]}]",Kampot
Dara Win Brother,here:pds:place:116w3fh6-b0f913fe5cd5442b81123cca630cdaf0,en,here:cm:ontology:restaurant,"{'label': 'Dara Win Brother, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60673, 'lng': 104.1833}","[{'lat': 10.60671, 'lng': 104.18329}]",19305,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '256-000', 'name': 'Cambodian', 'primary': True}]",Not Available,Not Available,Not Available,Kampot
Kalo's Bar,here:pds:place:116w3fh6-49e72da1d84b912c14d584227f1d76c0,en,here:cm:ontology:restaurant,"{'label': ""Kalo's Bar, 070801 កំពត, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60647, 'lng': 104.18315}","[{'lat': 10.60643, 'lng': 104.18302}]",19308,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '301-000', 'name': 'French', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26125599'}]",Not Available,Not Available,Kampot
The Magic Sponge Restaurant,here:pds:place:116aabd1-0b4def6a1885038b263b2844303708fc,en,here:cm:ontology:restaurant,"{'label': 'The Magic Sponge Restaurant, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60722, 'lng': 104.18345}","[{'lat': 10.60709, 'lng': 104.18349}]",19313,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '256-000', 'name': 'Cambodian', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '4155341'}]","[{'phone': [{'value': '+85517946428'}], 'www': [{'value': 'http://www.magicspongekampot.com'}]}]","[{'text': ['Mon-Sun: 06:30 - 21:00'], 'isOpen': False, 'structured': [{'start': 'T063000', 'duration': 'PT14H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
Tiki Garden,here:pds:place:116w3fh6-45979f61ae1e7245dff3913dd145aed6,en,here:cm:ontology:restaurant,"{'label': 'Tiki Garden, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60649, 'lng': 104.18222}","[{'lat': 10.6065, 'lng': 104.18222}]",19401,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '500-5000-0053', 'name': 'Hotel'}]","[{'id': '800-078', 'name': 'Grill', 'primary': True}, {'id': '200-000', 'name': 'Asian'}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '301-000', 'name': 'French'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25985284'}, {'supplier': {'id': 'tripadvisor'}, 'id': '26008942'}]",[{'phone': [{'value': '+85581904861'}]}],"[{'categories': [{'id': '100-1000-0000'}], 'text': ['Mon, Wed-Sun: 17:30 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T173000', 'duration': 'PT05H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,WE,TH,FR,SA,SU'}]}]",Kampot
Arvi,here:pds:place:116w3fh6-2406acc4a66e55f6ea41f6343fd96387,en,here:cm:ontology:restaurant,"{'label': 'Arvi, 070805 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'ត្រើយកោះ', 'postalCode': '070805'}","{'lat': 10.59723, 'lng': 104.17817}","[{'lat': 10.59717, 'lng': 104.17805}]",19404,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-066', 'name': 'Fusion'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '22996570'}]","[{'phone': [{'value': '+85578775542'}], 'www': [{'value': 'http://amber-kampot.com'}]}]","[{'text': ['Mon-Sun: 06:00 - 10:00, 12:00 - 14:00, 18:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT04H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}, {'start': 'T120000', 'duration': 'PT02H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}, {'start': 'T180000', 'duration': 'PT04H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
The Mango Tree Restaurant,here:pds:place:116w3fh6-3db760653aeb4f47aaae3a6f7688ae78,en,here:cm:ontology:restaurant,"{'label': 'The Mango Tree Restaurant, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60693, 'lng': 104.18227}","[{'lat': 10.60706, 'lng': 104.18231}]",19416,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '300-000', 'name': 'European'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '20316216'}]",[{'phone': [{'value': '+855888358407'}]}],Not Available,Kampot
Happy Smile Pizza,here:pds:place:116w3fh6-440a0fa7153047a6beb2e328300f0ce4,en,here:cm:ontology:restaurant,"{'label': 'Happy Smile Pizza, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60614, 'lng': 104.18184}","[{'lat': 10.60626, 'lng': 104.18178}]",19422,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '800-057', 'name': 'Pizza', 'primary': True}, {'id': '205-000', 'name': 'Thai'}, {'id': '206-000', 'name': 'Vietnamese'}, {'id': '304-000', 'name': 'Italian'}, {'id': '800-075', 'name': 'Seafood'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '13294091'}]","[{'phone': [{'value': '+85512213272'}], 'www': [{'value': 'http://www.happysmilepizza.simplesite.com'}]}]",Not Available,Kampot
Cafe Malay - the Garden Café,here:pds:place:116aabd1-7cb5fd93d9960112026e580008bf1141,en,here:cm:ontology:restaurant,"{'label': 'Cafe Malay - the Garden Café, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60702, 'lng': 104.18201}","[{'lat': 10.60715, 'lng': 104.18205}]",19446,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]","[{'id': '300-000', 'name': 'European', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '302-000', 'name': 'German'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '2355160'}]",[{'phone': [{'value': '+85570379947'}]}],"[{'text': ['Mon-Sat: 08:00 - 17:00'], 'isOpen': False, 'structured': [{'start': 'T080000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA'}]}]",Kampot
Rockstar Kampot,here:pds:place:116w3fh6-bd43a2716127e45aaa91f014f0845920,en,here:cm:ontology:restaurant,"{'label': 'Rockstar Kampot, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60978, 'lng': 104.1833}","[{'lat': 10.60964, 'lng': 104.18321}]",19451,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '201-000', 'name': 'Chinese'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25228843'}]","[{'phone': [{'value': '+85510888093'}], 'www': [{'value': 'https://www.facebook.com/profile.php?id=100086689639680&mibextid=zbwkwl'}]}]","[{'text': ['Mon-Sun: 00:00 - 01:00, 16:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T160000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
Palmtown Café & Restaurant,here:pds:place:116w3fh6-bbb10389e67e03598cdcb73bfb526660,en,here:cm:ontology:restaurant,"{'label': 'Palmtown Café & Restaurant, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60976, 'lng': 104.18328}","[{'lat': 10.60964, 'lng': 104.18321}]",19452,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25231714'}]",[{'phone': [{'value': '+85599656289'}]}],"[{'text': ['Mon-Sun: 09:00 - 22:30'], 'isOpen': True, 'structured': [{'start': 'T090000', 'duration': 'PT13H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
Darawin Minimart,here:pds:place:116w3fh6-b6877b71628693a41bbc8105e0427ef4,en,here:cm:ontology:restaurant,"{'label': 'Darawin Minimart, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60976, 'lng': 104.18328}","[{'lat': 10.60964, 'lng': 104.18321}]",19452,"[{'id': '100-1000-0009', 'name': 'Fast Food', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '300-000', 'name': 'European'}, {'id': '800-050', 'name': 'Fast Food'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26857715'}]","[{'phone': [{'value': '+85581798666'}], 'www': [{'value': 'https://www.facebook.com/profile.php?id=100063639783398&mibextid=lqqj4d'}]}]","[{'text': ['Mon-Sun: 08:00 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT15H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
The Wooden House Armando's,here:pds:place:116w3fh6-2b631c8002e04f5c3905f83900109832,en,here:cm:ontology:restaurant,"{'label': ""The Wooden House Armando's, 070801 កំពត, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60976, 'lng': 104.18328}","[{'lat': 10.60964, 'lng': 104.18321}]",19452,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '300-000', 'name': 'European', 'primary': True}, {'id': '304-000', 'name': 'Italian'}, {'id': '372-000', 'name': 'Mediterranean'}, {'id': '800-057', 'name': 'Pizza'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25243791'}]",[{'phone': [{'value': '+85511443347'}]}],Not Available,Kampot
Phum Tree Café,here:pds:place:116w3fh6-0b15c9f9536e44eea526297674425fa7,en,here:cm:ontology:restaurant,"{'label': 'Phum Tree Café, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60976, 'lng': 104.18328}","[{'lat': 10.60964, 'lng': 104.18321}]",19452,"[{'id': '100-1000-0007', 'name': 'Cafeteria', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-057', 'name': 'Pizza'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25330312'}]","[{'phone': [{'value': '+85587876948'}], 'www': [{'value': 'sonas.org'}]}]","[{'text': ['Mon-Sun: 07:30 - 21:30'], 'isOpen': True, 'structured': [{'start': 'T073000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
Garden Cafe,here:pds:place:116aabd1-2be3f882ad8e01a323043b13341d1516,en,here:cm:ontology:restaurant,"{'label': 'Garden Cafe, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.60721, 'lng': 104.18134}","[{'lat': 10.60733, 'lng': 104.18137}]",19522,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}, {'id': '200-2200-0020', 'name': 'Performing Arts Center'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '301-000', 'name': 'French'}, {'id': '304-000', 'name': 'Italian'}, {'id': '308-000', 'name': 'British Isles'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7366064'}]","[{'phone': [{'value': '+85517449448'}, {'value': '+855975585736', 'categories': [{'id': '200-2000-0011'}]}]}]","[{'categories': [{'id': '100-1000-0000'}], 'text': ['Mon, Tue, Thu-Sun: 16:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T160000', 'duration': 'PT06H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,TH,FR,SA,SU'}]}]",Kampot
Chameleon Bistro & Cocktail Bar,here:pds:place:116w3fh6-3f5f353f3ce44297aeae2c899bfaa168,en,here:cm:ontology:restaurant,"{'label': 'Chameleon Bistro & Cocktail Bar, 070801 កំពត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពត', 'district': 'កំពង់កណ្ដាល', 'postalCode': '070801'}","{'lat': 10.607, 'lng': 104.181}","[{'lat': 10.60687, 'lng': 104.18104}]",19546,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1000-0001', 'name': 'Casual Dining'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '300-000', 'name': 'European'}, {'id': '370-000', 'name': 'East European'}, {'id': '376-000', 'name': 'Polish'}, {'id': '800-083', 'name': 'Natural/Healthy'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '15335929'}]","[{'phone': [{'value': '+855962941560'}], 'www': [{'value': 'https://chameleon-bistro-coctail-bar.business.site'}]}]","[{'categories': [{'id': '100-1000-0000'}], 'text': ['Mon-Sun: 08:30 - 21:30'], 'isOpen': True, 'structured': [{'start': 'T083000', 'duration': 'PT13H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Kampot
